Verse Text (Ata Manobo),Verse Text (English)
"Ka tibo no mgo talagpanubad to mgo Hudiu, allow-allow ogtuman to katondanan dan no ogkohutukhutuk ka sikan dod no pogtubad dan to mgo ayam. Di kono man ogpakaawo to mgo salo.","Day after day every priest stands and performs his religious duties; again and again he offers the same sacrifices, which can never take away sins."
"Di si Kristu atag, kasagboka ro ka ingkatubad din no oglitos to ig-awo to salo ta taman to waro katamanan. No to napongaan on ka sikan, nigpinpinnuu on dio to kawanan to Magboboot.","But when this priest had offered for all time one sacrifice for sins, he sat down at the right hand of God."
No dio dod ogtagad taman to ogdoogon on to Magboboot ka tibo no mgo usig din.,"Since that time he waits for his enemies to be made his footstool,"
"Ian su ligkat to sikan no kasagboka ro no ingkatubad din, napongaan din on ka nighimu rin no ig-awo to salo to mgo otow oyow ogkohimu no ogkaayun on ka goinawa ran to Magboboot taman to waro katamanan.",because by one sacrifice he has made perfect forever those who are being made holy.
"No ka Gimukud to Magboboot, songo ogpamalogot kanta to sikan su kagi rin to,",The Holy Spirit also testifies to us about this. First he says:
"“Kagi to Lagboy no Igbuyag to, ‘Soini ka oghimuon ku kandan no sabut, to uromo dio kud on igsabuk ka Balaod ku to taliwaro to goinawa ran woy dio ku igsulat to doromdom dan.’ ”","""This is the covenant I will make with them after that time, says the Lord. I will put my laws in their hearts, and I will write them on their minds."""
"Woy kagi rin pad to, “Kono kud on ogdoromdomon ka mgo salo dan woy ka mgo maroot no nighimu ran.”","Then he adds: ""Their sins and lawless acts I will remember no more."""
"Nò, su nigpasaylu rin on ka mgo salo ta, konad on og-awoson to duon pad oghimatayan ta no igpanubad no ig-awo poron to mgo salo.","And where these have been forgiven, there is no longer any sacrifice for sin."
"Sikan ian mgo sulod to pogtuu, su ligkat to langosa ni Hisus to pogpakimatoy rin kanta, waro igduwaruwa ta to ogsolod kinow to sikan no Kinaroyawan no Ampuanan no dio to Magboboot.","Therefore, brothers, since we have confidence to enter the Most Holy Place by the blood of Jesus,"
"Pighimu rin ka iam no dalan no dio to kandin oyow ogkabogayan ki to kouyagan no waro katamanan. No naawo on ka nakaatang kanta oyow ogpakarani kid on to Magboboot. Ian su, to pogkamatoy ni Hisus, ka lawa rin ka in-awo to sikan no nokoolot kanta to Magboboot.","by a new and living way opened for us through the curtain, that is, his body,"
"No kuntoon, duon on mabogbog no talagpanubad tanow no og-alap kanta no mgo sakup to Magboboot.","and since we have a great priest over the house of God,"
"Sikan ian, mgo sulod, ogdani kinow on to Magboboot su ligkat to tu-tuu ian no goinawa ta kandin woy ka hogot no pogtuu ta. Lagkos to og-awoson to ogmaawangon on ka goinawa ta woy ka mgo doromdom ta su ligkat to naawo on ka mgo maroot no nokoholos. No ka sikan, ogkounawa to naramulasan on ka goinawa ta to langosa ni Hisus woy nakasonob kid on to mating-ow no woig.","let us draw near to God with a sincere heart in full assurance of faith, having our hearts sprinkled to cleanse us from a guilty conscience and having our bodies washed with pure water."
Kono ta oglokaan ka og-im-imanan ta no pig-abin ta woy kono ki ogduaruwa su ogkasaligan ta ka Magboboot to ogtuman to tibo no insabut din.,"Let us hold unswervingly to the hope we profess, for he who promised is faithful."
"Agad pad, ogdoromdomon ta ko ogmonuon ta to ogmoos-osonoy oyow ogparakdakoloy ki to goinawa ta woy ogmabulbuligoy kinow.",And let us consider how we may spur one another on toward love and good deeds.
"Kono ki ogkoiling to duma no oghagtonghagtong to poglimudlimud dan no og-ampu. Di sikanta atag, oglimudlimud ki nasi oyow ogmoos-osonoy ki su nataga ki to magaan on ogkatuman ka allow to poglibong ni Hisus to soini no tano.","Let us not give up meeting together, as some are in the habit of doing, but let us encourage one another--and all the more as you see the Day approaching."
"Ian su ko nigtokod kid on to tu-tuu ian ka impakimatoy ni Hisus kanta, di ko ogparagason ta ro duon no ogtuuran to ogpakasalo, warad dangob no igkatubad ta no ogpakaawo to salo ta dio to Magboboot.","If we deliberately keep on sinning after we have received the knowledge of the truth, no sacrifice for sins is left,"
Di ian naan do atag kanta to ogkahallokan ta ka ogpokouma no logpad to Magboboot woy ka hapuy no ogliabliab no og-ubus to mgo otow no nig-atu kandin.,but only a fearful expectation of judgment and of raging fire that will consume the enemies of God.
"Dongan, ko duon daruwa woy ko tatolu no ogpakamalogot to duon otow no niglop-ang on to Balaod ni Moisis, oghimatayan do duon to waro igkohoy-u.",Anyone who rejected the law of Moses died without mercy on the testimony of two or three witnesses.
"Nò, ko sikan ka ogkoumaan to mgo otow no waro nigpaagad-agad to Balaod ni Moisis, ogkoomonu on buwa ka sikan no otow no og-iniug to Anak to Magboboot? Dakoldakol lagboy ka kandin no iglogpad su dio to goinawa rin, nigdoisokan din ka pulus to langosa ni Hisus. Di ka sikan no langosa ka ig-ayun poron to goinawa to sikan no otow dio to Magboboot, woy sikan dod ka igpatokod to sikan no iam no sabut to duon on dalan ta dio to Magboboot. No ka sikan, songo ogkounawa to niglomotan din ka Gimukud to Magboboot no ogkohoy-u kanta.","How much more severely do you think a man deserves to be punished who has trampled the Son of God under foot, who has treated as an unholy thing the blood of the covenant that sanctified him, and who has insulted the Spirit of grace?"
"Nataga ki to tu-tuu ian ka soini su kinagian to Magboboot to, “Kanak ka oglogpad. Kanak ka ogsuli.” Woy songo innangon din to, “Ka Lagboy no Igbuyag ka ogpakaboboot to mgo otow no impasakup din ko oglogparan woy ko kono.”","For we know him who said, ""It is mine to avenge; I will repay,"" and again, ""The Lord will judge his people."""
"Nò, dakol lagboy ka igkahallok ta ko ogkoumaan kid on to iglogpad to Magboboot no kono ogkamatoy.",It is a dreadful thing to fall into the hands of the living God.
"Di, doromdoma now ka nokani no iam kow mabat-awi to pogtuu now to tu-tuu ian no nangnangonon. Mohon-ing ka nig-aguanta now no igkabaybayari now, no agad mohirap, waro kow maroog.","Remember those earlier days after you had received the light, when you stood your ground in a great contest in the face of suffering."
Duon allow no nigpasiporan kow woy nigbaybayaran kow to tangkaan to mgo otow. Woy duon mgo allow no nigbulig kow rod to duma now no nigbaybayaran.,Sometimes you were publicly exposed to insult and persecution; at other times you stood side by side with those who were so treated.
"Ian su nohoy-uan now on ka sikan no mgo duma now no napirisu ligkat to pogtuu ran. Agad ko naagow ka mgo kalaglagan now, nig-aguanta now no narago kow nasi su nataga kow to duon karoyawon now no dio to langit no kono ogkaagow.","You sympathized with those in prison and joyfully accepted the confiscation of your property, because you knew that you yourselves had better and lasting possessions."
"Sikan ian, kono now ongkori ka pogsalig now to Magboboot, su ko ogparagason now ro duon, ogpakapurut kow uromo to sikan no karoyawan no igbalos kaniu.",So do not throw away your confidence; it will be richly rewarded.
Ian su og-awoson now to og-aguantoon ka igkabaybayari now oyow ogpokohimu kow to ogkoiniatan to Magboboot woy to oyow ogkapurut now ka sikan no innangon din kaniu.,"You need to persevere so that when you have done the will of God, you will receive what he has promised."
"Ian su soini ka impasulat to Magboboot dongan. Kagi rin to, “Magaan on ogdatong ka kaniu no ogtagaran. Kono ogkalugoy sikandin.","For in just a very little while, ""He who is coming will come and will not delay."
"Woy ka sakup ku no nohimu on no maroyow dio to tangkaan ku ligkat to pogtuu rin kanak, ogbogayan sikandin to kouyagan din no waro katamanan. Di ko duon otow no og-iniug kanak, kono a ogkarago kandin.”","But my righteous one will live by faith. And if he shrinks back, I will not be pleased with him."""
"Di sikanta atag, kono kid ogkoiling to sikan no mgo otow no og-ituos no ogkalagak to dalan no oghondio to Magboboot. Ian su kono ki ogloko to pogtuu ta no ogkapangabangan ki rod.","But we are not of those who shrink back and are destroyed, but of those who believe and are saved."
"Ko duon pogtuu ta to Magboboot, nataga kid on to ogkatuman ka og-im-imanan tanow no innangon din. Agad ka kono ta ogkakitaan, nataga ki to duon dod",Now faith is confidence in what we hope for and assurance about what we do not see.
"su ka pogtuu to mgo masalig no otow dongan, ian ligkatan to igkarago to Magboboot kandan.",This is what the ancients were commended for.
"Nò, ligkat to pogtuu ta to Magboboot, nakasabut kid to nohimu soini no kalibutan ligkat to kagi ro to Magboboot. Su ian ian, nataga kid to ka ogkakitaan ta, nigligkat to sikan no kono tad ogkitoon.","By faith we understand that the universe was formed at God’s command, so that what is seen was not made out of what was visible."
"Ligkat to pogtuu ni Abil dongan, madmaroyow ka kandin no intubad dio to Magboboot to sikan no intubad ni Kain. Woy su nigtuu si Abil kandin, impamalogot to Magboboot to maroyow si Abil dio to tangkaan din su narago to intubad din. Agad nalugoy on namatoy si Abil, di ligkat to pogtuu din, ogkaanad ki rod to maroyow.","By faith Abel offered God a better sacrifice than Cain did. By faith he was commended as a righteous man, when God spoke well of his offerings. And by faith he still speaks, even though he is dead."
"Ligkat to pogtuu ni Inuk, pig-angoy to Magboboot sikandin no warad mogbayo to kamatayon din. Nigpammitow to mgo otow sikandin di wa dan kitaa su diad on to langit. Duon ingkasulat dongan tongod ki Inuk to waro pad angaya sikandin, to narago ka Magboboot kandin.","By faith Enoch was taken from this life, so that he did not experience death: “He could not be found, because God had taken him away.” For before he was taken, he was commended as one who pleased God."
"Nò, kono ogkarago ka Magboboot kanta ko waro pogtuu ta kandin su sikan no otow no ogdani kandin no og-ampu, og-awoson to ogtuu to duon ian sikandin woy to ogbogayan din to maroyow ka sikan no otow no ogpamangho kandin.","And without faith it is impossible to please God, because anyone who comes to him must believe that he exists and that he rewards those who earnestly seek him."
"Si Noi dongan, ligkat to pogtuu rin to Magboboot, nigpamminog to mgo imbohog kandin ko nokoy ka ogkatuman no waro pad nigbunsud. Nigpaagad-agad no nighimu to dakol no arka oyow ogpokountud ka asawa rin, mgo anak din woy ka mgo asawa to mgo anak din oyow kono ogkallonod sikandan. Ligkat to kandin do no pogtuu, nabobootan ka tibo no waro nigtuu kai to kalibutan woy nigbogayan to Magboboot si Noi to sikan no naayun no goinawa rin dio to tangkaan din no ogligkat to pogtuu tanow kandin.","By faith Noah, when warned about things not yet seen, in holy fear built an ark to save his family. By his faith he condemned the world and became heir of the righteousness that is in keeping with faith."
"Ligkat to pogtuu ni Abraham, nigpaagad-agad to pogsugu ka Magboboot to oyow ogpohipanawon sikandin dio to songo ugpaan. No ian ka innangon din no igbogoy rin no ogpougpaan din kandan. No sikan ian no nig-ongkoran ni Abraham ka kandin no ugpaan no nighipanow on to waro dan matagoi ka ogdatongan dan.","By faith Abraham, when called to go to a place he would later receive as his inheritance, obeyed and went, even though he did not know where he was going."
"Ligkat dod to pogtuu rin, nigtagood do nig-ugpo no ogkounawa to agpot do sikandin dio to sikan no ugpaan no innangon to Magboboot no igbogoy kandin. No ka baloy ran, inhimu ligkat to laplap to ayam. Si Abraham, si Isaak, woy si Hakub, tibo sikandan no matalag-alunggun, nigtatagooran dan doka pog-ugpo dan. Ian su si Abraham woy ka mgo pinanganak din ka ogpakapurut uromo to sikan no innangon to Magboboot.","By faith he made his home in the promised land like a stranger in a foreign country; he lived in tents, as did Isaac and Jacob, who were heirs with him of the same promise."
"Ian dod ka pog-ugpo dan su ogtatagaran dan ka sikan no ogkougpaan dan no lunsud no dio to langit no nighimu to Magboboot. No ka sikan no lunsud, konad ogkahalin.","For he was looking forward to the city with foundations, whose architect and builder is God."
"Ligkat dod to pogtuu, agad to buyag on si Abraham woy to kono ogpakapanganak si Sara, nigpangiram dod su nigbogayan sikandin to kabogbogan. Ian su nigsalig si Abraham to ogtumanon to Magboboot ka innangon din to og-anak si Sara.","By faith Abraham, even though he was past age--and Sarah herself was barren- -was enabled to become a father because he considered him faithful who had made the promise."
"Sikan ian, agad to magaan porom ogkamatoy to igkabuyagi rin, di ligkat do ki Abraham, impaanak pad sikandan to Magboboot. No ka mgo pinanganak dan, nohimu on no mohon-ing su ogkounawa to mgo bituon dio to langit woy songo ogkounawa to mgo bayokbok dio to dagat no kono ogkasool.","And so from this one man, and he as good as dead, came descendants as numerous as the stars in the sky and as countless as the sand on the seashore."
"Agad to tibo kandan noumaan on to kamatayon dan to waro moumoi to sikan no innangon to Magboboot kandan, di waro dan ongkori ka pogtuu ran to Magboboot. Di, ligkat to pogtuu ran, narago nasi sikandan su nakitaan dan dio to mariu ka igbogoy to Magboboot kandan uromo, woy nigtokod to mgo agpot do sikandan no waro tu-tuu no ugpaan dan kai to soi tano.",All these people were still living by faith when they died. They did not receive the things promised; they only saw them and welcomed them from a distance. And they admitted that they were aliens and strangers on earth.
"Ka sikan no mgo otow no ogtokod to kono no tu-tuu ian no ugpaan dan ka soini no kalibutan, ogpohitaga to ogpamangho sikandan to tu-tuu ian no ugpaan dan.",People who say such things show that they are looking for a country of their own.
"Waro dan doromdoma ka sikan no nig-ongkoran dan no ugpaan. Di ko nigdoromdom dan pa, ogpokouli porom sikandan ko ian ka ogkoiniatan dan.","If they had been thinking of the country they had left, they would have had opportunity to return."
"Dokad di, lagboy ran ogkoiniatan ka madmaroyow no lunsud no ian ka dio to langit. No su ian ka ogkoiniatan dan, kono ogkasipod ka Magboboot to og-abinon dan to sikandin ka Magboboot dan. No duon impanagana rin no songo lunsud no litos kandan no dio to langit.","Instead, they were longing for a better country--a heavenly one. Therefore God is not ashamed to be called their God, for he has prepared a city for them."
"Duon dod. Ligkat to pogtuu ni Abraham no nig-ol-ologan to Magboboot ka pogtuu rin, intubad din porom to Magboboot ka bugtung no anak din no si Isaak. Agad to si Abraham ka nignangonan to Magboboot to, “Si Isaak ka ogligkatan to mgo pinanganak now,” nighimatayan din on poron no igtubad.","By faith Abraham, when God tested him, offered Isaac as a sacrifice. He who had received the promises was about to sacrifice his one and only son, even though God had said to him, ""It is through Isaac that your offspring will be reckoned."""
"Ian su nakaroromdom sikandin to, agad ko namatoy pa si Isaak, ogkouyag do to Magboboot sikandin. Di su waro din matoori to poghimatoy su nigpangabangan to Magboboot, ogkounawa to nig-uyag on ian to Magboboot si Isaak ligkat to kamatayon din.","Abraham reasoned that God could raise the dead, and figuratively speaking, he did receive Isaac back from death."
"Ligkat to pogtuu ni Isaak, nigpakohoy-uan din to Magboboot ka mgo anak din no si Hakub woy si Isau.",By faith Isaac blessed Jacob and Esau in regard to their future.
"Ligkat to pogtuu ni Hakub to Magboboot, ko magaan on ogkamatoy si Hakob, nigpakohoy-uan to Magboboot ka daruwa no apu din no anak ni Husi. Pogkaponga on, nig-unduk to tukod din no nigsimba to Magboboot.","By faith Jacob, when he was dying, blessed each of Joseph's sons, and worshiped as he leaned on the top of his staff."
"Ligkat to pogtuu ni Husi to Magboboot, ko magaan on ogkamatoy, nigpanuguntugun to duon dod allow no ka tibo no mgo pinanganak ni Israil, ogkaawo on to ugpaan to Ehipto. Songo nignangonan din sikandan ko ogmonuon dan ka bokog din ko oghipanow on sikandan.","By faith Joseph, when his end was near, spoke about the exodus of the Israelites from Egypt and gave instructions about his bones."
"Ligkat to pogtuu to amoy woy ka inoy ni Moisis, ko nootow sikandin, inholos dan sikandin to tatolu no bulan. No ian dan inholos su nakita ran to maroyow ka bato woy su kono ogkahallok sikandan no oglop-ang to mgo sugu to igbuyag to Ehipto.","By faith Moses' parents hid him for three months after he was born, because they saw he was no ordinary child, and they were not afraid of the king's edict."
"Ligkat to pogtuu ni Moisis to Magboboot, ko dakol on sikandin, nigligal to oghingaranan sikandin to anak to nig-uyamu kandin no anak to igbuyag to Ehipto.","By faith Moses, when he had grown up, refused to be known as the son of Pharaoh's daughter."
"Madmaroyow rin atag, to og-aguantoon din ka mgo igkabaybayari to mgo duma rin no mgo pinanganak ni Israil no sakup to Magboboot to ogpakaamut pa sikandin to sikan no igkarago no magaan do ogkaawo no ogligkat to mgo maroot no oghimuon dan dio to Ehipto.",He chose to be mistreated along with the people of God rather than to enjoy the pleasures of sin for a short time.
Goinawa rin ian to og-aguantoon din ka igmasakit to goinawa rin su ka pog-iman-iman din to sikan no Im-imanan to mgo Koot-otawan no si Kristu. Hondoi ka dakoldakol no pulus ni Moisis ko kono no ka sikan no pog-aguanta din? Kono no ian din pad pulus ka dakol no igkaratui dio to Ehipto su nigdoromdom din ka sikan no igkasayo kandin uromo.,"He regarded disgrace for the sake of Christ as of greater value than the treasures of Egypt, because he was looking ahead to his reward."
"Ligkat dod to pogtuu rin, nig-ongkoran din ka ugpaan din dio to Ehipto no waro nahallok din to igkabolu to sikan no Igbuyag to Ehipto. Nig-aguanta ni Moisis ka kohirapan rin su nounawa to nigkita rin ka Magboboot no kono ogkakita.","By faith he left Egypt, not fearing the king's anger; he persevered because he saw him who is invisible."
"No ka pogtuu din dod ka igpabunsud to sikan no pagkoonan no oghingaranan to Paligad. No sikan ian to nigsugu si Moisis to oyow ogpamilikpilikan dan ka mgo gumawan dan to langosa to ayam oyow ka diwata no nigsugu to Magboboot no ogpanhimatoy to mgo panganoy no lukos dio to Ehipto, ko ogkakitaan din on ka langosa, ogligaran din doka baloy ran; kono din oghimatayan ka mgo panganoy no lukos to mgo pinanganak ni Israil.","By faith he kept the Passover and the sprinkling of blood, so that the destroyer of the firstborn would not touch the firstborn of Israel."
"No ligkat to pogtuu to mgo pinanganak ni Israil to Magboboot, nakalapas sikandan to sikan no Malalab no Dagat no nig-otian to Magboboot oyow ogkounawa to tano no mammara no ogkabayaan dan. Di ka mgo taga Ehipto atag no nigpababaan to niggapon, nallonod on ka tibo su niglibong on ka dagat.","By faith the people passed through the Red Sea as on dry land; but when the Egyptians tried to do so, they were drowned."
"No ligkat dod to pogtuu to mgo pinanganak ni Israil dongan, ko nigpalpalibut sikandan to lunsud to Hiriku taman to papitu no allow, nayabyab on tibo ka alad no batu to sikan no lunsud.","By faith the walls of Jericho fell, after the people had marched around them for seven days."
"Ligkat dod to pogtuu ni Rahab no sagboka no boi no maroot ka batasan din, napangabangan on no waro makalagkos to nammatoy on ka mgo otow no waro nigpaagad-agad to Magboboot no dio to Hiriku. Ian su maroyow ka pogsagman din to mgo pinanganak ni Israil no mgo talagbangan.","By faith the prostitute Rahab, because she welcomed the spies, was not killed with those who were disobedient."
"Warad buwa igkabatbat ku su warad igliwak ku to ogbatbat tongod ki Gidion, woy si Barak, si Samson, si Dipta, si Dabid, si Samuel, woy ka mgo talagnangon to kagi no ogligkat to Magboboot dongan.","And what more shall I say? I do not have time to tell about Gideon, Barak, Samson, Jephthah, David, Samuel and the prophets,"
"Ligkat to pogtuu to tibo soini, mohon-ing ka nohimu ran. Duon nakaroog to mgo koot-otawan woy ka mgo igbuyag dan no nigmoog-ogotoy on kandan. Maayun ka pogpangatondanan dan woy natuman on to duma ka innangon to Magboboot kandan. Woy duon duma no nakaroog to mgo lion no waro kagata.","who through faith conquered kingdoms, administered justice, and gained what was promised; who shut the mouths of lions,"
"Duon dod duma no nakaparong to makahallokhallok no logdog to hapuy. Duon duma no nohimatayan porom to moirob di nakapanalia. Tibo, waro porom amana dayagang dan di nabogayan to Magboboot to og-awoson dan no dayagang no nigmanokal on sikandan to ogmoog-ogotoy. Nokogsuwoysuwoy on ka mgo sundalu no nan-agpot no oglusud poron kandan.","quenched the fury of the flames, and escaped the edge of the sword; whose weakness was turned to strength; and who became powerful in battle and routed foreign armies."
"Woy ligkat dod to pogtuu ran, duon mgo boi dongan no duon anak dan no nammatoy no nouyag on. Dokad di, duon duma no mgo otow no nigbaybayaran to mgo waro nigtuu. Agad to ogpakasabuk porom di nigbalagad dan on ko ogkamatoy oyow madmaroyow ka igkasayo kandan ko ogkouyag on uromo.","Women received back their dead, raised to life again. Others were tortured and refused to be released, so that they might gain a better resurrection."
"Duon dod duma no mgo otow no pigsusumpalit woy nigpambarasan. Ka duma pad, nigbanggutan to karina no inhatod dio to pirisuan.","Some faced jeers and flogging, while still others were chained and put in prison."
Duon dod duma no pigdogpak to dakol no batu taman to namatoy on. Duon pigtampod to gabas. Duon duma no namatoy to pigtigbas. No duon duma no waro himatayi di nakalohowlohow. No ka sabinit dan mgo laplap to karniru woy ko kambing. Noiluan lagboy sikandan to pog-ugpo dan woy pigbaybayaran sikandan to mgo otow no waro nigtuu.,"They were stoned ; they were sawed in two; they were put to death by the sword. They went about in sheepskins and goatskins, destitute, persecuted and mistreated--"
Ogkounawa to waro ogkougpaan dan no ungod ogpakalohowlohow dio to mgo bubungan woy ko dio to mammara no tano. Mgo pilang woy ko mgo sinoropan ka hirogoanan dan. Waro tokora to mgo otow no waro nigtuu ko nokoy ka pulus to sikan mgo otow no nakalohowlohow.,"the world was not worthy of them. They wandered in deserts and mountains, and in caves and holes in the ground."
Maroyow lagboy dio to Magboboot ka pighimu to tibo to soini no mgo otow ligkat to pogtuu ran. Di waro dan pad mapurut ka sikan no innangon to Magboboot.,"These were all commended for their faith, yet none of them received what had been promised."
"Ian su duon madmaroyow no tuud to Magboboot kantanow, su ian goinawa rin to woy rin do ogbogayan sikandan to tibo no karoyawan no innangon din kandan dongan ko songo ogpakalagkos kinow rod.",God had planned something better for us so that only together with us would they be made perfect.
"Sikantanow, ogkoiling to nataliwaro ki to sikan no nalimudlimud no mohon-ing no mgo nigtuu dongan no ogbabantoy kanta. Nò, su ian ian, og-awoson to og-awoon ta ka tibo no ogpakabalabag to dalan ta dio to Magboboot woy og-ongkoran ta ka mgo salo ta no nakabanggut to goinawa ta. No ogpoomot ki to ogpallaguy to tu-tuu ian no dalan.","Therefore, since we are surrounded by such a great cloud of witnesses, let us throw off everything that hinders and the sin that so easily entangles, and let us run with perseverance the race marked out for us."
"Og-unugon ta si Hisus su sikandin doka ogligkatan to pogtuu ta. Woy sikandin dod ka ogpakatimultimul to pogtuu ta taman to taman. Nigpoponod si Hisus to igkabaybayari rin dio to krus woy nigbalagad din ka igkasipod din to kamatayon din su nigdoromdom din ka sikan no dakol no igkarago din no impanagana kandin dio to langit. No, kuntoon, diad on to langit sikandin no ogpinpinnuu to kawanan to Magboboot.","Let us fix our eyes on Jesus, the author and perfecter of our faith, who for the joy set before him endured the cross, scorning its shame, and sat down at the right hand of the throne of God."
"Sikan ian, sumsumana now sikandin no nig-aguanta to ig-ogot to mgo makasasalo. No su nakapoponod sikandin, og-awoson to songo kono ogmalotoy woy kono ogkohunus ka kanta no goinawa to pogtuu ta.","Consider him who endured such opposition from sinners, so that you will not grow weary and lose heart."
"Ian su tongod to pog-atu now to salo, waro kow pad nakaatu taman to ogkamatoy kow.","In your struggle against sin, you have not yet resisted to the point of shedding your blood."
"Nalingawan now buwa ka in-udling to Magboboot kaniu no oghingaranan no mgo anak din. Kagi rin to, “Koykow no anak ku, kono nu ogdoisokon ka ig-anad to Magboboot kaniu. Woy maroyow ko kono ogkasundug ka goinawa nu ko ogkoogotan ka.","And you have forgotten that word of encouragement that addresses you as sons: ""My son, do not make light of the Lord's discipline, and do not lose heart when he rebukes you,"
"Ian su tibo no otow no indakoli to goinawa to Magboboot, ogkoogotan din woy ogsaparan din ka sikan no mgo otow no oghingaranan din no anak din.”","because the Lord disciplines those he loves, and he punishes everyone he accepts as a son."""
"Omunaan ko duon ogkabayaan now no igkabaybayari, og-awoson to og-aguantoon now ro. Ian su ligkat to sikan, og-anaron kow to Magboboot, no ian ka ig-indan to anak kow rin su hondoi buwa no bato no kono og-anaron to amoy rin?",Endure hardship as discipline; God is treating you as his children. For what children are not disciplined by their father?
"Sikan ian, ko kono kow ogpakalagkos to ig-anad to Magboboot to tibo no anak din, kono kow naan no tu-tuu ian no anak su anak kow naan to dalan.","If you are not disciplined (and everyone undergoes discipline), then you are illegitimate children and not true sons."
"Soini pad. Ka mgo amoy tanow kai to soi kalibutan, nig-ogotan ki ran no nigtahud ta rod sikandan. Di hontow man ka lagboy no ogtahuron ta ko kono no ka Magboboot no ian Amoy ta no dio to langit su oyow ogkatimulan on ka igkaroyawi to pogkouyag ta no ogligkat kandin?","Moreover, we have all had human fathers who disciplined us and we respected them for it. How much more should we submit to the Father of our spirits and live!"
"Ko bato ki pad, nigsaparan ki to mgo amoy ta no nigligkat to kandan do no goinawa. Di ka pogsapad to Magboboot no amoy ta, ian su oyow duon pulus ta no ogkatalaran ki to pogkamatuwarong din.","Our fathers disciplined us for a little while as they thought best; but God disciplines us for our good, that we may share in his holiness."
"Soini ian. Ko ogkasaparan ki, ogkasakitan ki; kono ki ogkarago. Mangkuwan atag, ko ogkaanad ki, ian ka ogpakabogoy kanta to maawang no goinawa no ogpakatul-id on to pog-ugpo ta.","No discipline seems pleasant at the time, but painful. Later on, however, it produces a harvest of righteousness and peace for those who have been trained by it."
"Sikan ian, mgo sulod ku no nigtuu, hogota now ka pogtuu now oyow ogpakasasindog kow dio to tangkaan to Magboboot.","Therefore, strengthen your feeble arms and weak knees."
Paragasa now ka poghipanow now to maroyow no dalan oyow kono ogkabalabagan ka dalan to sikan no mgo otow no ogmalotoy pad to pogtuu ran. Ian su oyow ogkohogot atag ka pogtuu ran.,"""Make level paths for your feet,"" so that the lame may not be disabled, but rather healed."
Poomot kow to oyow ogmaroyow ro ka pogdumaruma now to tibo no otow woy to oyow ogmatuwarong kow su kono ki ogpakakita to Lagboy no Igbuyag ta ko kono ki no matuwarong.,Make every effort to live in peace with all men and to be holy; without holiness no one will see the Lord.
Soini pad. Doyowroyow kow oyow waro agad sagboka kaniu no ogkasayop to tibo no igkohoy-u to Magboboot kanta woy to oyow waro maroot dio to kaniu no ogpakasuwoy to pogtuu to duma ta no ian ogkounawaan ka ogtubu no mapoit no ogpokohilu.,See to it that no one misses the grace of God and that no bitter root grows up to cause trouble and defile many.
Woy doyowroyow kow ro oyow waro agad sagboka no oghilabot to kono no asawa rin woy to oyow kono ki ogkoiling ki Isau dongan no inat to waro pulus din to og-unug to Magboboot su insaliu rin on ka kandin no pogkakakoy to songo pogkoon do.,"See that no one is sexually immoral, or is godless like Esau, who for a single meal sold his inheritance rights as the oldest son."
"Di nataga ki to mangkuwan, ogkoiniatan poron ni Isau to oggalatan to karoyawon no ogligkat to amoy rin. Dokad di to niglop-angan sikandin su warad on dalan din to oghawi to sikan no ingkasaliu rin. No agad to nigsinogow sikandin, warad pulus su kono ogkahawi.","Afterward, as you know, when he wanted to inherit this blessing, he was rejected. He could bring about no change of mind, though he sought the blessing with tears."
"Nò ka kuntoon no pogdani ta to Magboboot, kono no ogkounawa to pogdani to mgo pinanganak ni Israil dongan. Sikandan, nigdani to sikan no bubungan no oghingaranan to Sinai no ogkasamsam dan poron. No duon nigkita ran no niglogdog no hapuy. Woy nigdagap ka marusilom to maallow pad, woy duon niggoram dan no maagbot lagboy no kalamag.","You have not come to a mountain that can be touched and that is burning with fire; to darkness, gloom and storm;"
"Woy duon dod nigdinog dan no maagbot lagboy no daging no ogkounawa to bungag, woy songo nigdinog dan ka kinagian to Magboboot. Pogdinog dan to sikan no kagi, nigpohoy-uhoy-u to oghagtong on sikandin no ogkagi.","to a trumpet blast or to such a voice speaking words that those who heard it begged that no further word be spoken to them,"
"Ian su ogkabigtawan porom ka goinawa ran to insugu din. Kagi rin, “Agad ko duon ayam no ogpakariok to soini no bubungan, ogdogpakon to batu taman to ogkamatoy.”","because they could not bear what was commanded: ""If even an animal touches the mountain, it must be stoned."""
"Igkahallok on lagboy nikandan ka nigkita ran dio to sikan no Bubungan no Sinai. Omunaan no nigkagi si Moisis to, “Ogkolkolon a to soini no pogkahallok ku.”","The sight was so terrifying that Moses said, ""I am trembling with fear."""
"Di sikantanow kuntoon atag, inat to nigparani kid on to bubungan no oghingaranan to Sion, woy to sikan no lunsud to Hirusalim no dio to langit no ian ugpaan to Magboboot no kono ogkamatoy. Woy songo nakarani kid on to pila buwa no malan no mgo diwata to Magboboot ka oglimudlimud no ogsayo kandin.","But you have come to Mount Zion, to the heavenly Jerusalem, the city of the living God. You have come to thousands upon thousands of angels in joyful assembly,"
